Place,State,Type,Place Type,In particular,County/Parish/Borough,Country,Division,Jurisdiction
Lewiston,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:lewiston,
Lodi,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:lodi,
Lowville,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:lowville,
Marcellon,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:marcellon,
Newport,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:newport,
Otsego,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:otsego,
Pacific,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:pacific,
Randolph,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:randolph,
Scott,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:scott,
Springvale,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:springvale,
West Point,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:west_point,
Wyocena,WI,Government,Town,,Columbia County,US,ocd-division/country:us/state:wi/county:columbia/place:wyocena,
Bridgeport,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:bridgeport,
Clayton,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:clayton,
Eastmon,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:eastman,
Freeman,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:freeman,
Haney,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:haney,
Marietta,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:marietta,
Prarie du Chien,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:prairie_du_chien,
Scott,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:scott,
Seneca,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:seneca,
Utica,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:utica,
Wauzeka,WI,Government,Town,,Crawford County,US,ocd-division/country:us/state:wi/county:crawford/place:wauzeka,
Albion,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:albion,
Berry,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:berry,
Black Earth,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:black_earth,
Blooming Grove,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:blooming_grove,
Blue Mounds,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:blue_mounds,
Bristol,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:bristol,
Burke,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:burke,
Christiana,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:christiana,
Cottage Grove,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:cottage_grove,
Cross Plains,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:cross_plains,
Dane,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:dane,
Deerfield,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:deerfield,
Dunkirk,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:dunkirk,
Dunn,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:dunn,
Madison,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:madison,
Mazomanie,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:mazomanie,
Medina,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:medina,
Middleton,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:middleton,
Montrose,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:montrose,
Oregon,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:oregon,
Perry,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:perry,
Pleasant Springs,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:pleasant_springs,
Primrose,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:primrose,
Roxbury,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:roxbury,
Rutland,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:rutland,
Springdale,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:springdale,
Springfield,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:springfield,
Sun Prarie,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:sun_prairie,
Vermont,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:vermont,
Verona,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:verona,
Vienna,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:vienna,
Westport,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:westport,
Windsor,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:windsor,
York,WI,Government,Town,,Dane County,US,ocd-division/country:us/state:wi/county:dane/place:york,
Ashippun,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:ashippun,
Beaver Dam,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:beaver_dam,
Burnett,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:burnett,
Calamus,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:calamus,
Chester,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:chester,
Clyman,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:clyman,
Elba,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:elba,
Emmet,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:emmet,
Fox Lake,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:fox_lake,
Herman,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:herman,
Hubbard,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:hubbard,
Hustisford,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:hustisford,
Lebanon,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:lebanon,
Leroy,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:leroy,
Lomira,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:lomira,
Lowell,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:lowell,
Oak Grove,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:oak_grove,
Portland,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:portland,
Rubicon,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:rubicon,
Shields,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:shields,
Theresa,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:theresa,
Trenton,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:trenton,
Westford,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:westford,
Williamstown,WI,Government,Town,,Dodge County,US,ocd-division/country:us/state:wi/county:dodge/place:williamstown,
Baileys Harbor,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:baileys_harbor,
Brussels,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:brussels,
Clay Banks,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:clay_banks,
Egg Harbor,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:egg_harbor,
Forestville,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:forestville,
Gardner,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:gardner,
Gibraltar,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:gibraltar,
Jacksonport,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:jacksonport,
Liberty Grove,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:liberty_grove,
Nasewaupee,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:nasewaupee,
Sevastopol,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:sevastopol,
Sturgeon Bay,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:sturgeon_bay,
Union,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:union,
Washington,WI,Government,Town,,Door County,US,ocd-division/country:us/state:wi/county:door/place:washington,
Amnicon,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:amnicon,
Bennett,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:bennett,
Brule,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:brule,
Cloverland,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:cloverland,
Dairyland,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:dairyland,
Gordon,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:gordon,
Hawthorne,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:hawthorne,
Highland,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:highland,
Lakeside,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:lakeside,
Maple,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:maple,
Oakland,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:oakland,
Parkland,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:parkland,
Solon Springs,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:solon_springs,
Summit,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:summit,
Superior,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:superior,
Wascott,WI,Government,Town,,Douglas County,US,ocd-division/country:us/state:wi/county:douglas/place:wascott,
Colfax,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:colfax,
Dunn,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:dunn,
Eau Galle,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:eau_galle,
Elk Mound,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:elk_mound,
Grant,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:grant,
Hay River,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:hay_river,
Lucas,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:lucas,
Menomonie,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:menomonie,
New Haven,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:new_haven,
Otter Creek,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:otter_creek,
Peru,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:peru,
Red Cedar,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:red_cedar,
Rock Creek,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:rock_creek,
Sand Creek,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:sand_creek,
Sheridan,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:sheridan,
Sherman,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:sherman,
Spring Brook,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:spring_brook,
Stanton,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:stanton,
Tainter,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:tainter,
Tiffany,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:tiffany,
Weston,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:weston,
Wilson,WI,Government,Town,,Dunn County,US,ocd-division/country:us/state:wi/county:dunn/place:wilson,
Bridge Creek,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:bridge_creek,
Brunswick,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:brunswick,
Clear Creek,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:clear_creek,
Drammen,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:drammen,
Fairchild,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:fairchild,
Lincoln,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:lincoln,
Ludington,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:ludington,
Otter Creek,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:otter_creek,
Pleasant Valley,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:pleasant_valley,
Seymour,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:seymour,
Union,WI,Government,Town,,Eau Claire County,US,ocd-division/country:us/state:wi/county:eau_claire/place:union,
